Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2014/11/06 00:00:00;2014/11/06 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;43.8;43.75;µg-m3;100.0;100;100.0;R;1;48.891666;2.346667
2014/11/06 00:00:00;2014/11/06 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;40.3;40.25;µg-m3;100.0;100;100.0;R;1;48.82861;2.360278
2014/11/06 00:00:00;2014/11/06 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;38.5;38.5;µg-m3;100.0;100;100.0;R;1;48.859001;2.351
2014/11/07 00:00:00;2014/11/07 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;63.3;63.25;µg-m3;100.0;100;100.0;R;1;48.891666;2.346667
2014/11/07 00:00:00;2014/11/07 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;59.5;59.5;µg-m3;100.0;100;100.0;A;1;48.82861;2.360278
2014/11/07 00:00:00;2014/11/07 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;54.0;54.0;µg-m3;100.0;100;100.0;R;1;48.859001;2.351
2014/11/08 00:00:00;2014/11/08 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;46.0;46.0;µg-m3;100.0;100;100.0;A;1;48.891666;2.346667
2014/11/08 00:00:00;2014/11/08 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;48.3;48.25;µg-m3;100.0;100;100.0;A;1;48.82861;2.360278
2014/11/08 00:00:00;2014/11/08 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;44.8;44.75;µg-m3;100.0;100;100.0;R;1;48.859001;2.351
2014/11/09 00:00:00;2014/11/09 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;36.0;36.0;µg-m3;100.0;100;100.0;A;1;48.891666;2.346667
2014/11/09 00:00:00;2014/11/09 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;38.3;38.25;µg-m3;100.0;100;100.0;R;1;48.82861;2.360278
2014/11/09 00:00:00;2014/11/09 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;36.0;36.0;µg-m3;100.0;100;100.0;R;1;48.859001;2.351
2014/11/10 00:00:00;2014/11/10 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;41.8;41.75;µg-m3;100.0;100;100.0;A;1;48.891666;2.346667
2014/11/10 00:00:00;2014/11/10 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04037;PARIS 13eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;39.5;39.5;µg-m3;100.0;100;100.0;R;1;48.82861;2.360278
2014/11/10 00:00:00;2014/11/10 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04143;PARIS Centre;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;39.8;39.75;µg-m3;100.0;100;100.0;R;1;48.859001;2.351
2014/11/11 00:00:00;2014/11/11 23:59:59;AIRPARIF;FR04A01;ILE-DE-FRANCE-PARIS;FR04004;PARIS 18eme;Urbaine;O3;Fond;Oui;mesures fixes;Max. journalier moy. hor.;55.8;55.75;µg-m3;100.0;100;100.0;A;1;48.891666;2.346667
